ID	index	Hchain	Lchain	antigen_chain	antigen_type	date	resolution	method	r_free	r_factor	scfv	affinity	delta_g	temperature	pmid	type	L_cluster	H_cluster	Ag_cluster	all_clusters
7rnn_C!_D	3708	C	missing	D	protein	08/11/21	2.86	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Nanobody	missing	1309	74	1309:missing:74
7s4s_HL_A	3723	H	L	A	protein	09/22/21	2.05	X-RAY DIFFRACTION	0.198	0.166	False	None	None	None	None	Fab	221	482	2	482:221:2
6xsn_HL_C	4240	H	L	C	peptide	07/21/21	2.87	X-RAY DIFFRACTION	0.267	0.221	False	None	None	None	None	Fab	342	761	546	761:342:546
6dzt_MM_GFH	15	M	M	G | F | H	protein | protein | protein	05/22/19	2.99	ELECTRON MICROSCOPY	missing	missing	True	None	None	None	None	scFv	32	120	529|606|573	120:32:529|606|573
6dzt_NN_CBD	16	N	N	C | B | D	protein | protein | protein	05/22/19	2.99	ELECTRON MICROSCOPY	missing	missing	True	None	None	None	None	scFv	32	120	529|606|573	120:32:529|606|573
3dvn_HL_VU	44	H	L	V | U	protein | protein	07/18/08	2.7	X-RAY DIFFRACTION	0.268	0.220	False	9.2E-08	-9.59	missing	missing	Fab	161	558	415|415	558:161:415|415
4hlz_IJ_DC	77	I	J	D | C	protein | protein	10/17/12	2.9	X-RAY DIFFRACTION	0.284	0.228	False	None	None	None	None	Fab	432	211	370|147	211:432:370|147
4ocl_F!_ED	88	F	missing	E | D	protein | protein	01/29/14	2.4	X-RAY DIFFRACTION	0.252	0.195	False	None	None	None	None	Nanobody	missing	1074	347|387	1074:missing:347|387
5gzn_HL_AE	107	H	L	A | E	protein | protein	12/28/16	3.0	X-RAY DIFFRACTION	0.258	0.223	False	None	None	None	None	Fab	180	183	80|348	183:180:80|348
5k9q_UV_PQ	124	U	V	P | Q	protein | protein	11/30/16	2.503	X-RAY DIFFRACTION	0.218	0.182	False	None	None	None	None	Fab	239	37	47|47	37:239:47|47
5kan_JK_FA	127	J	K	F | A	protein | protein	11/30/16	2.785	X-RAY DIFFRACTION	0.243	0.218	False	None	None	None	None	Fab	243	38	47|47	38:243:47|47
5nbl_F!_DA	131	F	missing	D | A	protein | protein	03/02/17	2.8	X-RAY DIFFRACTION	0.204	0.171	False	None	None	None	None	Nanobody	missing	1098	104|82	1098:missing:104|82
6fyu_I!_HG	202	I	missing	H | G	protein | protein	11/07/18	2.643	X-RAY DIFFRACTION	0.216	0.186	False	None	None	None	None	Nanobody	missing	1148	371|150	1148:missing:371|150
6id4_CD_EF	211	C	D	E | F	protein | protein	02/06/19	2.4	X-RAY DIFFRACTION	0.246	0.197	False	None	None	None	None	Fab	156	610	201|559	610:156:201|559
6id4_HL_AB	212	H	L	A | B	protein | protein	02/06/19	2.4	X-RAY DIFFRACTION	0.246	0.197	False	None	None	None	None	Fab	156	610	201|559	610:156:201|559
6nz7_HL_BA	238	H	L	B | A	protein | protein	05/08/19	2.95	X-RAY DIFFRACTION	0.267	0.224	False	None	None	None	None	Fab	245	301	47|47	301:245:47|47
6v7z_F!_AB	277	F	missing	A | B	protein | protein	12/10/19	2.75	X-RAY DIFFRACTION	0.252	0.186	False	None	None	None	None	Nanobody	missing	1271	202|559	1271:missing:202|559
6wxl_KJ_IG	297	K	J	I | G	protein | protein	06/09/21	2.76	ELECTRON MICROSCOPY	missing	missing	False	None	None	None	None	Fab	655	1075	371|150	1075:655:371|150
6z6v_H!_EF	305	H	missing	E | F	protein | protein	05/29/20	2.19	X-RAY DIFFRACTION	0.227	0.178	False	None	None	None	None	Nanobody	missing	1126	446|451	1126:missing:446|451
6zg3_J!_FD	307	J	missing	F | D	protein | protein	03/03/21	2.8	X-RAY DIFFRACTION	0.276	0.242	False	None	None	None	None	Nanobody	missing	1050	194|221	1050:missing:194|221
7ahu_HL_CD	309	H	L	C | D	protein | protein	07/07/21	2.6	X-RAY DIFFRACTION	0.263	0.203	False	None	None	None	None	Fab	157	251	265|655	251:157:265|655
7kdm_F!_ED	338	F	missing	E | D	protein | protein	08/04/21	2.301	X-RAY DIFFRACTION	0.238	0.187	False	None	None	None	None	Nanobody	missing	1353	217|215	1353:missing:217|215
7keo_EF_HG	341	E	F	H | G	protein | protein	07/28/21	2.9	X-RAY DIFFRACTION	0.282	0.236	False	None	None	None	None	Fab	40	103	415|415	103:40:415|415
7n0i_L!_GH	356	L	missing	G | H	protein | protein	06/09/21	2.2	X-RAY DIFFRACTION	0.271	0.239	False	None	None	None	None	Nanobody	missing	980	565|565	980:missing:565|565
1w72_HL_AC	362	H	L	A | C	protein | peptide	08/27/04	2.15	X-RAY DIFFRACTION	0.248	0.182	False	1.4E-08	-10.71	missing	missing	Fab	560	213	201|missing	213:560:201|missing
1w72_IM_DF	363	I	M	D | F	protein | peptide	08/27/04	2.15	X-RAY DIFFRACTION	0.248	0.182	False	1.4E-08	-10.71	missing	missing	Fab	560	213	201|missing	213:560:201|missing
3cvh_QR_MO	365	Q	R	M | O	protein | peptide	04/18/08	2.9	X-RAY DIFFRACTION	0.296	0.219	False	None	None	missing	missing	Fab	587	763	205|missing	763:587:205|missing
3gjf_HL_AC	366	H	L	A | C	protein | peptide	03/08/09	1.9	X-RAY DIFFRACTION	0.251	0.202	False	6.3E-08	-9.82	missing	missing	Fab	437	364	200|missing	364:437:200|missing
3gjf_MK_DF	367	M	K	D | F	protein | peptide	03/08/09	1.9	X-RAY DIFFRACTION	0.251	0.202	False	6.3E-08	-9.82	missing	missing	Fab	437	364	200|missing	364:437:200|missing
1ahw_ED_F	389	E	D	F	protein	04/10/97	3.0	X-RAY DIFFRACTION	0.285	0.217	False	None	None	None	None	Fab	247	718	318	718:247:318
1bj1_KJ_V	392	K	J	V	protein	06/30/98	2.4	X-RAY DIFFRACTION	0.266	0.196	False	3.4E-09	-11.55	25	9753694	Fab	147	496	556	496:147:556
1bvk_ED_F	394	E	D	F	protein	09/16/98	2.7	X-RAY DIFFRACTION	0.297	0.208	False	1.4E-08	-10.53	20	1560463	Fab	689	1289	458	1289:689:458
1dzb_AA_X	395	A	A	X	protein	02/23/00	2.0	X-RAY DIFFRACTION	0.306	0.225	True	5.2E-07	-8.57	25	10926506	scFv	38	252	459	252:38:459
1dzb_BB_Y	396	B	B	Y	protein	02/23/00	2.0	X-RAY DIFFRACTION	0.306	0.225	True	5.2E-07	-8.57	25	10926506	scFv	38	252	459	252:38:459
1fbi_QP_Y	401	Q	P	Y	protein	01/19/95	3.0	X-RAY DIFFRACTION	unknown	0.190	False	None	None	None	None	Fab	220	304	460	304:220:460
1fe8_JN_C	405	J	N	C	protein	07/21/00	2.03	X-RAY DIFFRACTION	0.264	0.227	False	None	None	None	None	Fab	511	873	340	873:511:340
1fj1_DC_E	407	D	C	E	protein	08/07/00	2.68	X-RAY DIFFRACTION	0.281	0.226	False	None	None	None	None	Fab	345	764	236	764:345:236
1fsk_LK_J	411	L	K	J	protein	09/11/00	2.9	X-RAY DIFFRACTION	0.285	0.253	False	None	None	None	None	Fab	249	366	398	366:249:398
1hez_BA_E	414	B	A	E	protein	11/27/00	2.7	X-RAY DIFFRACTION	0.278	0.215	False	1.45E-07	-9.32	25	11587642	Fab	147	765	637	765:147:637
1hez_DC_E	415	D	C	E	protein	11/27/00	2.7	X-RAY DIFFRACTION	0.278	0.215	False	1.45E-07	-9.32	25	11587642	Fab	147	765	637	765:147:637
1kxq_H!_A	427	H	missing	A	protein	02/01/02	1.6	X-RAY DIFFRACTION	0.219	0.197	False	3.5E-09	-11.53	missing	11960990	Nanobody	missing	1207	48	1207:missing:48
1kxt_F!_E	430	F	missing	E	protein	02/01/02	2.0	X-RAY DIFFRACTION	0.236	0.203	False	2.35E-07	-9.04	missing	11960990	Nanobody	missing	1127	48	1127:missing:48
1kxv_D!_B	432	D	missing	B	protein	02/01/02	1.6	X-RAY DIFFRACTION	0.229	0.205	False	2.5E-08	-10.37	missing	11960990	Nanobody	missing	1176	48	1176:missing:48
1lk3_IM_B	434	I	M	B	protein	04/23/02	1.91	X-RAY DIFFRACTION	0.240	0.187	False	None	None	None	None	Fab	563	443	441	443:563:441
1mlc_DC_F	436	D	C	F	protein	03/10/95	2.5	X-RAY DIFFRACTION	0.282	unknown	False	9.1E-08	-9.6	25	10229844	Fab	196	498	458	498:196:458
1nfd_FE_B	439	F	E	B	protein	08/04/97	2.8	X-RAY DIFFRACTION	0.309	0.243	False	None	None	None	None	Fab	438	253	255	253:438:255
1nfd_HG_D	440	H	G	D	protein	08/04/97	2.8	X-RAY DIFFRACTION	0.309	0.243	False	None	None	None	None	Fab	438	253	255	253:438:255
1nmc_HL_N	442	H	L	N	protein	12/21/97	2.5	X-RAY DIFFRACTION	0.260	0.220	False	None	None	None	None	Fab	682	1149	87	1149:682:87
1ob1_ED_F	446	E	D	F	protein	01/22/03	2.9	X-RAY DIFFRACTION	0.288	0.257	False	2E-10	-12.29	4	12729744	Fab	195	444	566	444:195:566
1p2c_BA_C	450	B	A	C	protein	04/15/03	2.0	X-RAY DIFFRACTION	0.242	0.204	False	9.8E-11	-13.65	25	14988501	Fab	196	841	458	841:196:458
1p2c_ED_F	451	E	D	F	protein	04/15/03	2.0	X-RAY DIFFRACTION	0.242	0.204	False	9.8E-11	-13.65	25	14988501	Fab	196	841	458	841:196:458
1pkq_GF_J	453	G	F	J	protein	06/06/03	3.0	X-RAY DIFFRACTION	0.319	0.250	False	None	None	None	None	Fab	54	307	479	307:54:479
1tzh_HL_V	466	H	L	V	protein	07/09/04	2.6	X-RAY DIFFRACTION	0.271	0.212	False	1.8E-09	-12.4	37	15306681	Fab	130	254	556	254:130:556
1yym_HL_G	479	H	L	G	protein	02/25/05	2.2	X-RAY DIFFRACTION	0.268	0.209	False	None	None	None	None	Fab	254	64	171	64:254:171
1yym_RQ_P	480	R	Q	P	protein	02/25/05	2.2	X-RAY DIFFRACTION	0.268	0.209	False	None	None	None	None	Fab	254	64	171	64:254:171
2arj_HL_Q	492	H	L	Q	protein	08/19/05	2.88	X-RAY DIFFRACTION	0.277	0.220	False	None	None	None	None	Fab	513	806	500	806:513:500
2b2x_IM_B	494	I	M	B	protein	09/19/05	2.2	X-RAY DIFFRACTION	0.272	0.238	False	1.72E-09	-11.95	missing	16597831	Fab	564	877	341	877:564:341
2ghw_BB_A	501	B	B	A	protein	03/27/06	2.3	X-RAY DIFFRACTION	0.295	0.248	True	None	None	None	None	scFv	11	26	337	26:11:337
2ghw_DD_C	502	D	D	C	protein	03/27/06	2.3	X-RAY DIFFRACTION	0.295	0.248	True	None	None	None	None	scFv	11	26	337	26:11:337
2h9g_BA_R	505	B	A	R	protein	06/09/06	2.32	X-RAY DIFFRACTION	0.282	0.228	False	5E-09	-11.32	missing	16859704	Fab	130	673	524	673:130:524
2h9g_HL_S	506	H	L	S	protein	06/09/06	2.32	X-RAY DIFFRACTION	0.282	0.228	False	5E-09	-11.32	missing	16859704	Fab	130	673	524	673:130:524
2j6e_HL_A	512	H	L	A	protein	09/28/06	3.0	X-RAY DIFFRACTION	0.2877	0.2234	False	None	None	None	None	Fab	197	368	304	368:197:304
2j6e_IM_B	513	I	M	B	protein	09/28/06	3.0	X-RAY DIFFRACTION	0.2877	0.2234	False	None	None	None	None	Fab	197	368	304	368:197:304
2nr6_FE_B	519	F	E	B	protein	11/01/06	2.81	X-RAY DIFFRACTION	0.281	0.232	False	None	None	None	None	Fab	266	767	141	767:266:141
2p42_D!_C	524	D	missing	C	protein	03/11/07	1.8	X-RAY DIFFRACTION	0.215	0.171	False	2.3E-08	-10.59	30	18445622	Nanobody	missing	1256	469	1256:missing:469
2r56_IM_B	543	I	M	B	protein	09/03/07	2.8	X-RAY DIFFRACTION	0.291	0.246	False	1.4E-09	-12.07	missing	17997967	Fab	147	309	399	309:147:399
2vxs_KO_C	553	K	O	C	protein	07/09/08	2.63	X-RAY DIFFRACTION	0.264	0.213	False	2.1E-09	-11.83	missing	19835883	Fab	198	310	599	310:198:599
2vyr_H!_D	558	H	missing	D	protein	07/28/08	2.0	X-RAY DIFFRACTION	0.248	0.207	False	4.4E-08	-9.69	15	19084022	Nanobody	missing	1077	604	1077:missing:604
2vyr_J!_A	559	J	missing	A	protein	07/28/08	2.0	X-RAY DIFFRACTION	0.248	0.207	False	4.4E-08	-9.69	15	19084022	Nanobody	missing	1077	604	1077:missing:604
2wzp_L!_I	566	L	missing	I	protein	12/01/09	2.6	X-RAY DIFFRACTION	0.2078	0.1789	False	None	None	None	None	Nanobody	missing	1150	212	1150:missing:212
2xqy_JK_E	569	J	K	E	protein	09/08/10	2.05	X-RAY DIFFRACTION	0.2046	0.1878	False	None	None	None	None	Fab	92	611	55	611:92:55
2yc1_DE_F	575	D	E	F	protein	03/10/11	1.9	X-RAY DIFFRACTION	0.21212	0.18613	False	None	None	None	None	Fab	691	1273	633	1273:691:633
3b9k_HL_B	584	H	L	B	protein	11/05/07	2.7	X-RAY DIFFRACTION	0.284	0.235	False	None	None	None	None	Fab	351	719	492	719:351:492
3bgf_HL_S	587	H	L	S	protein	11/26/07	3.0	X-RAY DIFFRACTION	0.286	0.234	False	2.6E-08	-10.34	25	19324051	Fab	367	612	337	612:367:337
3cfi_L!_K	598	L	missing	K	protein	03/03/08	2.58	X-RAY DIFFRACTION	0.279	0.229	False	None	None	None	None	Nanobody	missing	1292	396	1292:missing:396
3ezj_H!_G	610	H	missing	G	protein	10/22/08	2.8	X-RAY DIFFRACTION	0.239	0.192	False	None	None	None	None	Nanobody	missing	1208	325	1208:missing:325
3h3b_CC_B	617	C	C	B	protein	04/16/09	2.45	X-RAY DIFFRACTION	0.255	0.201	True	None	None	None	None	scFv	4	8	22	8:4:22
3h3b_DD_B	618	D	D	B	protein	04/16/09	2.45	X-RAY DIFFRACTION	0.255	0.201	True	None	None	None	None	scFv	4	8	22	8:4:22
3hi1_HL_G	621	H	L	G	protein	05/18/09	2.9	X-RAY DIFFRACTION	0.243	0.202	False	1.12E-08	-10.84	missing	19965434	Fab	200	150	118	150:200:118
3hi6_XY_B	623	X	Y	B	protein	05/19/09	2.3	X-RAY DIFFRACTION	0.226	0.170	False	4.7E-06	-7.26	missing	19805116	Fab	147	566	357	566:147:357
3iu3_CD_J	627	C	D	J	protein	08/29/09	2.9	X-RAY DIFFRACTION	0.262	0.215	False	1.4E-10	-13.44	25	20032294	Fab	588	678	470	678:588:470
3iu3_HL_I	628	H	L	I	protein	08/29/09	2.9	X-RAY DIFFRACTION	0.262	0.215	False	1.4E-10	-13.44	25	20032294	Fab	588	678	470	678:588:470
3jwd_PO_B	655	P	O	B	protein	09/18/09	2.61	X-RAY DIFFRACTION	0.275	0.201	False	None	None	None	None	Fab	401	371	109	371:401:109
3k80_B!_D	660	B	missing	D	protein	10/13/09	2.4	X-RAY DIFFRACTION	0.277	0.223	False	None	None	None	None	Nanobody	missing	1104	539	1104:missing:539
3ks0_KJ_A	668	K	J	A	protein	11/20/09	2.7	X-RAY DIFFRACTION	0.289	0.214	False	None	None	None	None	Fab	446	720	586	720:446:586
3l95_HL_Y	673	H	L	Y	protein	01/04/10	2.19	X-RAY DIFFRACTION	0.271	0.222	False	2.5E-09	-11.73	25	20393564	Fab	130	372	275	372:130:275
3nh7_KO_D	686	K	O	D	protein	06/14/10	2.7	X-RAY DIFFRACTION	0.280	0.234	False	2E-08	-10.5	25	20927405	Fab	566	311	605	311:566:605
3ogo_E!_A	689	E	missing	A	protein	08/17/10	2.8	X-RAY DIFFRACTION	0.253	0.202	False	1.4E-09	-12.56	37	20945358	Nanobody	missing	1293	271	1293:missing:271
3ogo_G!_B	691	G	missing	B	protein	08/17/10	2.8	X-RAY DIFFRACTION	0.253	0.202	False	1.4E-09	-12.56	37	20945358	Nanobody	missing	1293	271	1293:missing:271
3ogo_H!_B	692	H	missing	B	protein	08/17/10	2.8	X-RAY DIFFRACTION	0.253	0.202	False	1.4E-09	-12.56	37	20945358	Nanobody	missing	1293	271	1293:missing:271
3p9w_H!_G	701	H	missing	G	protein	10/18/10	2.41	X-RAY DIFFRACTION	0.233	0.193	False	None	None	None	None	Nanobody	missing	1129	556	1129:missing:556
3pnw_WV_X	709	W	V	X	protein	11/19/10	2.05	X-RAY DIFFRACTION	0.264	0.223	False	None	None	None	None	Fab	161	124	642	124:161:642
3qa3_KJ_L	714	K	J	L	protein	01/10/11	3.0	X-RAY DIFFRACTION	0.224	0.194	False	None	None	None	None	Fab	45	185	342	185:45:342
3rkd_HL_A	730	H	L	A	protein	04/18/11	1.9	X-RAY DIFFRACTION	0.217	0.189	False	5.89E-09	-11.22	missing	21642534	Fab	353	506	422	506:353:422
3t2n_IM_B	744	I	M	B	protein	07/22/11	2.55	X-RAY DIFFRACTION	0.275	0.242	False	3.98E-08	-10.5	missing	missing	Fab	450	933	125	933:450:125
3u30_FE_D	750	F	E	D	protein	10/04/11	2.428	X-RAY DIFFRACTION	0.258	0.229	False	None	None	None	None	Fab	130	507	415	507:130:415
3u9p_KM_C	752	K	M	C	protein	10/19/11	2.8	X-RAY DIFFRACTION	0.292	0.219	False	None	None	None	None	Fab	451	949	376	949:451:376
3ux9_BB_A	764	B	B	A	protein	12/04/11	2.8	X-RAY DIFFRACTION	0.243	0.183	True	None	None	None	None	scFv	18	48	450	48:18:450
3ux9_DD_C	765	D	D	C	protein	12/04/11	2.8	X-RAY DIFFRACTION	0.243	0.183	True	None	None	None	None	scFv	18	48	450	48:18:450
3v6o_DF_B	770	D	F	B	protein	12/20/11	1.95	X-RAY DIFFRACTION	0.213	0.171	False	None	None	None	None	Fab	355	448	349	448:355:349
3vi3_HL_D	777	H	L	D	protein	09/21/11	2.9	X-RAY DIFFRACTION	0.267	0.207	False	None	None	None	None	Fab	56	508	67	508:56:67
3wih_IM_B	796	I	M	B	protein	09/12/13	1.701	X-RAY DIFFRACTION	0.236	0.189	False	None	None	None	None	Fab	220	449	592	449:220:592
3zkm_HL_A	805	H	L	A	protein	01/23/13	1.85	X-RAY DIFFRACTION	0.24545	0.21077	False	None	None	None	None	Fab	132	681	97	681:132:97
4aei_JN_C	810	J	N	C	protein	01/10/12	2.3	X-RAY DIFFRACTION	0.25403	0.19862	False	None	None	None	None	Fab	66	312	635	312:66:635
4c57_D!_B	821	D	missing	B	protein	09/10/13	2.55	X-RAY DIFFRACTION	0.2281	0.1776	False	None	None	missing	missing	Nanobody	missing	1028	161	1028:missing:161
4cad_KJ_L	825	K	J	L	protein	10/08/13	2.5	X-RAY DIFFRACTION	0.2669	0.2262	False	None	None	None	None	Fab	248	313	232	313:248:232
4cdg_D!_B	829	D	missing	B	protein	10/31/13	2.794	X-RAY DIFFRACTION	0.2455	0.2056	False	None	None	None	None	Nanobody	missing	1151	20	1151:missing:20
4cni_HL_C	832	H	L	C	protein	01/22/14	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	None	None	None	None	Fab	262	375	374	375:262:374
4d9q_HL_A	835	H	L	A	protein	01/11/12	2.28	X-RAY DIFFRACTION	0.230	0.189	False	None	None	None	None	Fab	357	617	283	617:357:283
4dk6_B!_C	839	B	missing	C	protein	02/03/12	2.65	X-RAY DIFFRACTION	0.264	0.224	False	None	None	None	None	Nanobody	missing	1029	595	1029:missing:595
4edx_HL_V	849	H	L	V	protein	03/27/12	2.5	X-RAY DIFFRACTION	0.258	0.208	False	None	None	None	None	Fab	220	618	530	618:220:530
4ej1_D!_A	852	D	missing	A	protein	04/06/12	1.75	X-RAY DIFFRACTION	0.224	0.186	False	None	None	None	None	Nanobody	missing	1052	400	1052:missing:400
4etq_AB_X	853	A	B	X	protein	04/24/12	2.1	X-RAY DIFFRACTION	0.252	0.202	False	None	None	None	None	Fab	454	569	277	569:454:277
4etq_HL_C	854	H	L	C	protein	04/24/12	2.1	X-RAY DIFFRACTION	0.252	0.202	False	None	None	None	None	Fab	454	569	277	569:454:277
4f15_BC_A	855	B	C	A	protein	05/06/12	2.81	X-RAY DIFFRACTION	0.289	0.233	False	None	None	None	None	Fab	569	914	230	914:569:230
4f15_EF_D	856	E	F	D	protein	05/06/12	2.81	X-RAY DIFFRACTION	0.289	0.233	False	None	None	None	None	Fab	569	914	230	914:569:230
4f15_KL_J	858	K	L	J	protein	05/06/12	2.81	X-RAY DIFFRACTION	0.289	0.233	False	None	None	None	None	Fab	569	914	230	914:569:230
4f2m_CD_F	860	C	D	F	protein	05/08/12	3.0	X-RAY DIFFRACTION	0.251	0.216	False	None	None	None	None	Fab	360	377	417	377:360:417
4f37_HL_A	862	H	L	A	protein	05/09/12	2.57	X-RAY DIFFRACTION	0.269	0.223	False	None	None	None	None	Fab	94	151	542	151:94:542
4ffw_HL_A	869	H	L	A	protein	06/01/12	2.9	X-RAY DIFFRACTION	0.311	0.287	False	None	None	None	None	Fab	612	901	16	901:612:16
4gms_JN_E	896	J	N	E	protein	08/16/12	2.95	X-RAY DIFFRACTION	0.233	0.207	False	None	None	None	None	Fab	362	570	156	570:362:156
4grw_E!_D	897	E	missing	D	protein	08/27/12	2.55	X-RAY DIFFRACTION	0.218	0.183	False	None	None	None	None	Nanobody	missing	1080	177	1080:missing:177
4grw_G!_B	899	G	missing	B	protein	08/27/12	2.55	X-RAY DIFFRACTION	0.218	0.183	False	None	None	None	None	Nanobody	missing	1080	177	1080:missing:177
4grw_I!_D	901	I	missing	D	protein	08/27/12	2.55	X-RAY DIFFRACTION	0.218	0.183	False	None	None	None	None	Nanobody	missing	1131	177	1131:missing:177
4grw_J!_A	902	J	missing	A	protein	08/27/12	2.55	X-RAY DIFFRACTION	0.218	0.183	False	None	None	None	None	Nanobody	missing	1081	447	1081:missing:447
4hc1_MN_B	910	M	N	B	protein	09/28/12	2.871	X-RAY DIFFRACTION	0.253	0.200	False	None	None	None	None	Fab	363	380	327	380:363:327
4hcr_MN_B	912	M	N	B	protein	10/01/12	2.3	X-RAY DIFFRACTION	0.208	0.153	False	None	None	None	None	Fab	87	571	327	571:87:327
4hem_G!_A	914	G	missing	A	protein	03/20/13	1.65	X-RAY DIFFRACTION	0.177	0.167	False	None	None	None	None	Nanobody	missing	1152	390	1152:missing:390
4hj0_CD_B	923	C	D	B	protein	10/12/12	3.0	X-RAY DIFFRACTION	0.311	0.255	False	None	None	None	None	Fab	518	928	532	928:518:532
4hj0_PQ_A	924	P	Q	A	protein	10/12/12	3.0	X-RAY DIFFRACTION	0.311	0.255	False	None	None	None	None	Fab	518	928	532	928:518:532
4i0c_D!_A	930	D	missing	A	protein	10/09/13	1.95	X-RAY DIFFRACTION	0.219	0.187	False	None	None	None	None	Nanobody	missing	1030	455	1030:missing:455
4i2x_DC_F	935	D	C	F	protein	11/23/12	2.48	X-RAY DIFFRACTION	0.260	0.196	False	None	None	None	None	Fab	266	68	159	68:266:159
4ios_G!_B	942	G	missing	B	protein	03/20/13	2.4	X-RAY DIFFRACTION	0.227	0.201	False	None	None	None	None	Nanobody	missing	1258	390	1258:missing:390
4j4p_HL_A	945	H	L	A	protein	02/07/13	2.91	X-RAY DIFFRACTION	0.284	0.236	False	None	None	None	None	Fab	201	187	155	187:201:155
4jzj_HL_C	956	H	L	C	protein	04/03/13	2.801	X-RAY DIFFRACTION	0.244	0.185	False	None	None	None	None	Fab	58	684	237	684:58:237
4kdt_B!_C	964	B	missing	C	protein	04/25/13	2.6	X-RAY DIFFRACTION	0.274	0.226	False	None	None	missing	missing	Nanobody	missing	999	559	999:missing:559
4kfz_D!_B	966	D	missing	B	protein	04/28/13	2.8	X-RAY DIFFRACTION	0.258	0.239	False	None	None	None	None	Nanobody	missing	1031	418	1031:missing:418
4ki5_CD_M	967	C	D	M	protein	05/01/13	2.47	X-RAY DIFFRACTION	0.238	0.188	False	None	None	None	None	Fab	370	510	404	510:370:404
4krm_L!_K	974	L	missing	K	protein	05/16/13	2.655	X-RAY DIFFRACTION	0.244	0.208	False	None	None	missing	missing	Nanobody	missing	1105	24	1105:missing:24
4kuc_HD_A	981	H	D	A	protein	05/21/13	2.787	X-RAY DIFFRACTION	0.289	0.238	False	None	None	None	None	Fab	605	945	215	945:605:215
4kxz_QP_D	986	Q	P	D	protein	05/28/13	2.83	X-RAY DIFFRACTION	0.222	0.183	False	None	None	None	None	Fab	364	221	513	221:364:513
4lgp_D!_C	990	D	missing	C	protein	06/11/14	2.4	X-RAY DIFFRACTION	0.281	0.225	False	None	None	None	None	Nanobody	missing	1295	215	1295:missing:215
4lhq_D!_C	995	D	missing	C	protein	06/11/14	2.3	X-RAY DIFFRACTION	0.248	0.192	False	None	None	None	None	Nanobody	missing	1012	215	1012:missing:215
4lu5_IM_A	1003	I	M	A	protein	07/24/13	2.9	X-RAY DIFFRACTION	0.282	0.234	False	None	None	None	None	Fab	55	883	596	883:55:596
4lvh_EF_D	1005	E	F	D	protein	07/26/13	2.8	X-RAY DIFFRACTION	0.274	0.232	False	None	None	None	None	Fab	569	512	148	512:569:148
4lvh_HI_G	1006	H	I	G	protein	07/26/13	2.8	X-RAY DIFFRACTION	0.274	0.232	False	None	None	None	None	Fab	569	512	148	512:569:148
4lvh_KL_J	1007	K	L	J	protein	07/26/13	2.8	X-RAY DIFFRACTION	0.274	0.232	False	None	None	None	None	Fab	569	512	148	512:569:148
4n1h_D!_C	1034	D	missing	C	protein	10/04/13	3.0	X-RAY DIFFRACTION	0.284	0.208	False	None	None	None	None	Nanobody	missing	1053	222	1053:missing:222
4nc1_D!_B	1036	D	missing	B	protein	10/23/13	2.61	X-RAY DIFFRACTION	0.252	0.202	False	None	None	None	None	Nanobody	missing	1132	238	1132:missing:238
4nc1_F!_B	1038	F	missing	B	protein	10/23/13	2.61	X-RAY DIFFRACTION	0.252	0.202	False	None	None	None	None	Nanobody	missing	1106	238	1106:missing:238
4nnp_XY_B	1042	X	Y	B	protein	11/18/13	2.69	X-RAY DIFFRACTION	0.283	0.224	False	None	None	None	None	Fab	161	105	206	105:161:206
4np4_HL_A	1043	H	L	A	protein	11/20/13	2.89	X-RAY DIFFRACTION	0.232	0.198	False	None	None	None	None	Fab	157	318	209	318:157:209
4np4_IM_A	1044	I	M	A	protein	11/20/13	2.89	X-RAY DIFFRACTION	0.232	0.198	False	None	None	None	None	Fab	157	318	209	318:157:209
4oii_IM_B	1058	I	M	B	protein	01/19/14	3.0	X-RAY DIFFRACTION	0.265	0.214	False	None	None	None	None	Fab	248	573	365	573:248:365
4okv_CD_E	1060	C	D	E	protein	01/23/14	1.802	X-RAY DIFFRACTION	0.250	0.218	False	None	None	None	None	Fab	55	685	630	685:55:630
4p2c_K!_F	1068	K	missing	F	protein	07/30/14	2.818	X-RAY DIFFRACTION	0.253	0.187	False	None	None	None	None	Nanobody	missing	1032	626	1032:missing:626
4qci_HL_C	1095	H	L	C	protein	05/12/14	2.3	X-RAY DIFFRACTION	0.247	0.211	False	None	None	None	None	Fab	615	727	567	727:615:567
4qww_FE_A	1104	F	E	A	protein	07/17/14	2.7	X-RAY DIFFRACTION	0.239	0.199	False	None	None	None	None	Fab	457	153	42	153:457:42
4rgm_HL_S	1124	H	L	S	protein	09/30/14	2.689	X-RAY DIFFRACTION	0.277	0.225	False	None	None	None	None	Fab	367	574	287	574:367:287
4rgn_FG_S	1127	F	G	S	protein	09/30/14	2.698	X-RAY DIFFRACTION	0.278	0.240	False	None	None	None	None	Fab	46	884	287	884:46:287
4rgn_HL_S	1128	H	L	S	protein	09/30/14	2.698	X-RAY DIFFRACTION	0.278	0.240	False	None	None	None	None	Fab	368	773	287	773:368:287
4s10_B!_D	1133	B	missing	D	protein	01/07/15	2.614	X-RAY DIFFRACTION	0.312	0.223	False	None	None	None	None	Nanobody	missing	1034	543	1034:missing:543
